"Sample no.,""Single image, multiple measurements"",Multiple images"
Fibre-1,13.0,12.4
Fibre-1,12.4,12.4
Fibre-1,12.2,11.9
Fibre-1,12.4,
Fibre-2,12.1,12.0
Fibre-2,12.6,12.3
Fibre-2,11.2,11.5
Fibre-2,10.9,
Fibre-3,12.7,12.5
Fibre-3,12.9,12.0
Fibre-3,13.0,12.1
Fibre-3,13.1,
Fibre-3 Avg,12.925,12.2
